#ip,ioc
8.140.198.73,Possible Cobaltstrike C2 IP
8.140.27.148,Possible Cobaltstrike C2 IP
8.141.13.130,Possible Cobaltstrike C2 IP
8.141.166.236,Possible Cobaltstrike C2 IP
8.142.93.103,Possible Cobaltstrike C2 IP
8.143.2.128,Possible Cobaltstrike C2 IP
8.153.65.109,Possible Cobaltstrike C2 IP
8.154.37.141,Possible Cobaltstrike C2 IP
8.210.100.19,Possible Cobaltstrike C2 IP
8.210.123.189,Possible Cobaltstrike C2 IP
8.213.217.50,Possible Cobaltstrike C2 IP
8.217.222.41,Possible Cobaltstrike C2 IP
8.217.31.179,Possible Cobaltstrike C2 IP
8.219.146.174,Possible Cobaltstrike C2 IP
8.220.192.59,Possible Cobaltstrike C2 IP
8.223.20.63,Possible Cobaltstrike C2 IP
8.223.29.254,Possible Cobaltstrike C2 IP
80.64.30.50,Possible Cobaltstrike C2 IP
80.66.75.43,Possible Cobaltstrike C2 IP
80.66.75.52,Possible Cobaltstrike C2 IP
80.66.75.53,Possible Cobaltstrike C2 IP
80.66.75.9,Possible Cobaltstrike C2 IP
81.17.18.26,Possible Metasploit C2 IP
81.17.20.66,Possible Metasploit C2 IP
81.68.248.191,Possible Cobaltstrike C2 IP
81.68.253.22,Possible Cobaltstrike C2 IP
81.69.242.80,Possible Cobaltstrike C2 IP
81.70.19.128,Possible Cobaltstrike C2 IP
81.70.205.93,Possible Cobaltstrike C2 IP
81.70.29.244,Possible Cobaltstrike C2 IP
81.70.3.30,Possible Cobaltstrike C2 IP
81.70.34.148,Possible Cobaltstrike C2 IP
81.70.99.151,Possible Cobaltstrike C2 IP
81.71.127.160,Possible Cobaltstrike C2 IP
82.156.136.99,Possible Cobaltstrike C2 IP
82.157.154.247,Possible Cobaltstrike C2 IP
82.157.209.141,Possible Cobaltstrike C2 IP
83.212.86.169,Possible Metasploit C2 IP
83.229.120.164,Possible Cobaltstrike C2 IP
83.229.120.44,Possible Cobaltstrike C2 IP
83.229.124.115,Possible Cobaltstrike C2 IP
83.229.124.173,Possible Cobaltstrike C2 IP
83.229.124.86,Possible Cobaltstrike C2 IP
83.229.127.20,Possible Cobaltstrike C2 IP
84.247.176.194,Possible Cobaltstrike C2 IP
85.175.101.203,Possible Cobaltstrike C2 IP
85.214.111.149,Possible Cobaltstrike C2 IP
87.251.67.74,Possible Cobaltstrike C2 IP
88.214.26.34,Possible Cobaltstrike C2 IP
88.214.27.89,Possible Cobaltstrike C2 IP
89.116.44.121,Possible Cobaltstrike C2 IP
89.147.108.198,Possible Metasploit C2 IP
89.38.131.17,Possible Cobaltstrike C2 IP
91.238.203.15,Possible Cobaltstrike C2 IP
91.92.255.178,Possible Cobaltstrike C2 IP
92.204.249.4,Possible Metasploit C2 IP
92.243.65.228,Possible Cobaltstrike C2 IP
93.187.129.17,Possible Cobaltstrike C2 IP
94.20.88.63,Possible Cobaltstrike C2 IP
94.232.46.54,Possible Cobaltstrike C2 IP
94.242.61.116,Possible Metasploit C2 IP
98.142.139.225,Possible Cobaltstrike C2 IP
