#domain,ioc,uri_path
lh3.lhsrvrs.net,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.min.js
lifehacksideas.com,Possible Cobalt Strike C2 Domain,/templates
link.withpulm.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
lite-blue.net,Possible Cobalt Strike C2 Domain,/tangstatic/js/pg-q1a2z3bbc110a4.min.js
login.eyetomsky.com,Possible Cobalt Strike C2 Domain,/videoplayback
login.microsotfonline.us,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
login.office247.tech,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
logs.toservice.net,Possible Cobalt Strike C2 Domain,/pixel
loikdo.com,Possible Cobalt Strike C2 Domain,/copyright.js
look.ilosers.xyz,Possible Cobalt Strike C2 Domain,/font-awesome/4.7.0/css/font-awesome.min.css
loopcareer.com,Possible Cobalt Strike C2 Fronted Domain,/services/data/v9.0/sobjects/account/describe
losmapes.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
luna.viewdns.net,Possible Cobalt Strike C2 Domain,/index.php
m.wld.net,Possible Cobalt Strike C2 Fronted Domain,/cm
macrodown.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
madersoft.com,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2
madesecuritybusiness.com,Possible Cobalt Strike C2 Domain,/jquery-3.2.2.min.js
malonblanco.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
marshbol.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
mazdafo.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
mentalhealth-madison.com,Possible Cobalt Strike C2 Domain,/profile.html
merssed.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
micorsoft.co,Possible Cobalt Strike C2 Domain,/wp08/wp-includes/dtcla.php
microgbm.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
microsoft.sfkd.cf,Possible Cobalt Strike C2 Domain,/__utm.gif
microsoft.softsecur.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
microsoft.update.flash.com.se,Possible Cobalt Strike C2 Domain,/fam_calendar
microsoftchina.org,Possible Cobalt Strike C2 Domain,/ga.js
microsoftmservices.com,Possible Cobalt Strike C2 Fronted Domain,/preload
microsoftupdateapp.com,Possible Cobalt Strike C2 Domain,/pixel
mikrotikfirmware.com,Possible Cobalt Strike C2 Domain,/rw
mimik.work,Possible Cobalt Strike C2 Domain,/api/3
minicombosoft.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
ms8629-oscpsec.info,Possible Cobalt Strike C2 Domain,/idle/1376547834/1
msfattack.cf,Possible Cobalt Strike C2 Domain,/activity
musteritis.com,Possible Cobalt Strike C2 Domain,/dot.gif
mycloudup.com,Possible Cobalt Strike C2 Fronted Domain,/js/static/jquery.min.js
mytokencap.com,Possible Cobalt Strike C2 Fronted Domain,/viewerng/meta
namelessbeyond.tech,Possible Cobalt Strike C2 Fronted Domain,/access/
ncvtnb.crycat.cn,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
nemupim.com,Possible Cobalt Strike C2 Fronted Domain,/FAQ.html
news.baotuoitre.co,Possible Cobalt Strike C2 Fronted Domain,/pc/v1/js/conversion.js
news.gamsathanhtrinh.com,Possible Cobalt Strike C2 Fronted Domain,/watch
news.hubbbug.com,Possible Cobalt Strike C2 Domain,/pixel.gif
news.khmedianyc.com,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/Mylq9i08mmZ9Bqo2mAJW9MUbOo3rsArLI-R5PQW0nHK4L
newstatisc.googleinfo.se,Possible Cobalt Strike C2 Domain,/cx
ns1.cyan.tw,Possible Cobalt Strike C2 Domain,/push
nvme-updates.com,Possible Cobalt Strike C2 Domain,/adminhtml.html
officeupdateservice.com,Possible Cobalt Strike C2 Domain,/rs
onlinebooksreadings.com,Possible Powershell Empire C2 Domain,/catalog/index
outdoortravelequipment.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
p5193nsg.corecloud.asia,Possible Cobalt Strike C2 Fronted Domain,/config
p5z2c7j9.hostrycdn.com,Possible Cobalt Strike C2 Fronted Domain,/api/3
pe1.pesrvrs.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.min.js
pe2.pesrvrs.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.min.js
pe3.pesrvrs.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.min.js
perf-cloud.com,Possible Cobalt Strike C2 Fronted Domain,/admin
perfectmyst.com,Possible Cobalt Strike C2 Domain,/static/logo.gif
perk-plan.com,Possible Cobalt Strike C2 Fronted Domain,/live/hit-nation-4222/
phreeesia.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
pic07.babytreeimg.com,Possible Cobalt Strike C2 Fronted Domain,/match
portal.dothuong.com,Possible Cobalt Strike C2 Domain,/j.ad
portal.google-accounts.be,Possible Cobalt Strike C2 Fronted Domain,/access/
postformt.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
powellfamilydentist.com,Possible Cobalt Strike C2 Domain,/dpixel
powssxctaiwan.xyz,Possible Cobalt Strike C2 Domain,/MicrosoftUpdate/ShellEx/KB242742/default.aspx
predefinemon.com,Possible Cobalt Strike C2 Domain,/inbox-FMfcgxwGCQfplcHNZgRjRSBwGmxwMGbdsadsdasdwe
pro.pro-pay.xyz,Possible Cobalt Strike C2 Fronted Domain,/preload
profile.sadivsec.com,Possible Powershell Empire C2 Domain,/CWoNaJLBo/VTNeWw11212/
pwserver.soqian.info,Possible Cobalt Strike C2 Domain,/activity
python2.net,Possible Cobalt Strike C2 Fronted Domain,/viewerng/meta
q.rku.one,Possible Cobalt Strike C2 Domain,/api/getit
r.wlthplum.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
r1z.sec-r1z.com,Possible Cobalt Strike C2 Domain,/push
rabbitumed.com,Possible Cobalt Strike C2 Domain,/jquery-3.5.1.min.js
rampage.work,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
rano.outlookonlines.com,Possible Cobalt Strike C2 Domain,/web-sinf002209d30000022ii0921071812d
rasokuc.com,Possible Cobalt Strike C2 Fronted Domain,/bn.js
rce.accountrecovery.co.uk,Possible Cobalt Strike C2 Domain,/updates.rss
recordunion.com,Possible Cobalt Strike C2 Fronted Domain,/tab_home
regionsbankk.com,Possible Cobalt Strike C2 Fronted Domain,/search/
rellest.com,Possible Cobalt Strike C2 Domain,/userid=
remote.claycityhealthcare.com,Possible Cobalt Strike C2 Domain,/CWoNaJLBo/VTNeWw11212/
rentdis.com,Possible Cobalt Strike C2 Fronted Domain,/preload
repdot.com,Possible Cobalt Strike C2 Domain,/us/ky/louisville/312-s-fourth-st.html
res.mall.10010.cn,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
resource.twltte.com,Possible Cobalt Strike C2 Fronted Domain,/_/scs/mail-static/_/js/
restriccted.com,Possible Cobalt Strike C2 Domain,/templates.css
rijkzijn.nl,Possible Cobalt Strike C2 Fronted Domain,/vlk/grants
rolemd.com,Possible Cobalt Strike C2 Domain,/bm.js
ropesecuritybusiness.com,Possible Cobalt Strike C2 Domain,/jquery-3.2.2.min.js
rtascloud.ml,Possible Cobalt Strike C2 Domain,/match
runmegse.com,Possible Cobalt Strike C2 Domain,/nonramdomziess3345IbHehcmUtd2hUdAY7-kUDC7h2
s1.sservers.org,Possible Cobalt Strike C2 Domain,/jquery-3.5.1.min.js
s2.sservers.org,Possible Cobalt Strike C2 Domain,/jquery-3.5.1.min.js
s3.sservers.org,Possible Cobalt Strike C2 Domain,/jquery-3.5.1.min.js
safeconnections.xyz,Possible Cobalt Strike C2 Domain,/__utm.gif
sboiuoygiudcecnscfbcjshbdslkbjoodisuvo.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
scripts.arshmedicalfoundation.com,Possible Cobalt Strike C2 Domain,/fwlink
scripts.arshmedicalfoundation.com,Possible Cobalt Strike C2 Domain,/updates.rss
sec.qaxcn.cf,Possible Cobalt Strike C2 Domain,/activity
secure.onlinethree.co.uk,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
securesoftme.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
securitymozes.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
securityupdateav.com,Possible Cobalt Strike C2 Domain,/styles.html
sentinel.azureedge.net,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
server42.microsoft-essentials.com,Possible Cobalt Strike C2 Fronted Domain,/u/vercheck
service-0l5lzqir-1258472441.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-1o4x7tbc-1258871398.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-1s1zm9tt-1258424597.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-2jzezmo4-1300574342.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-33fp49rg-1301783483.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/g.pixel
service-3b40shrd-1259492848.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-3v2nd3m7-1302002416.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/image/
service-46u3310j-1301469923.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-46xiujs1-1305236517.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-4fq7sbjd-1251788435.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/fwlink
service-4ng7k4aw-1256691685.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-52wf6yde-1302708348.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/applicationstrap
service-5lwmu7mr-1252795928.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-5pluzh36-1251537940.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getInfo
service-5td1o7dx-1306162650.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-62h5nw04-1304664184.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-657skoiy-1259025339.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-6h8ugba8-1256242760.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-7d0ghzvt-1255352921.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-7hzu8ia0-1258658035.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/3
service-84nhclt7-1256646536.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-88lff4yo-1258381285.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-ani3c3dt-1300901822.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-aoha8k6l-1252931985.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-as5wrn28-1305098785.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-avn476lq-1257046868.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-cao57eu9-1300400844.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/script/VUE/src/main.js
service-cbfodv0t-1301877960.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-cv62i2eg-1258558004.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/pixel
service-d5qapy8f-1306276418.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-dukrl8ob-1255352921.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-dy16eb2f-1305549423.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-eagfy5nx-1259743214.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-f5ikc4ax-1305094099.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-f8xnept9-1304578925.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-fde7d41s-1305500069.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-h5hf1gi1-1300736223.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-j8af73j5-1257100087.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-jevlc9b5-1251435320.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-jkaxfu17-1305699962.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-k7hbxx2d-1258820500.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-kv7kpkp9-1251201153.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/j.ad
service-ln18385c-1253152225.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
service-m6u5rvk1-1305280005.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-mpqfdw90-1256242760.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-muqfpxbh-1304245224.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-n6ao2tbd-1301542181.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-np0rr8ks-1300228330.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-nwp9p8dh-1252572991.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-ocfn7owf-1252652328.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/ajax/libs/jquery/3.5.1/jquery.js
service-opk21fj5-1251344091.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/a/login;JSESSIONID=d34354383346451aa9befba2d6f17633
service-p05n3e3x-1255997775.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-p51jmamc-1252114028.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/match
service-pfzr9eww-1304703456.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-pgxzsrsf-1304480121.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-ph85ecas-1251934990.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-q06q0t7u-1251167152.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit
service-qv7neitl-1301977346.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/script/VUE/src/main.js
service-r3ug1vv3-1255352921.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
services.social.microsoft.com.ansatc.net,Possible Cobalt Strike C2 Fronted Domain,/v9/windowsupdate/redir/muv4wuredir_
servimg.me,Possible Cobalt Strike C2 Domain,/checkforupdates
sexefo.com,Possible Cobalt Strike C2 Fronted Domain,/br
sexefo.com,Possible Cobalt Strike C2 Fronted Domain,/styles.html
sharkfishinguk.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-1.12.1.min.js
sharpfoz.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
shippingdepot.net,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
shop.redlist.cyou,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
shuterb.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
sierrasoftworks.com,Possible Cobalt Strike C2 Fronted Domain,/tab_home
silosupport.com,Possible Cobalt Strike C2 Fronted Domain,/mattresses/tempur-pedic/
smart.windowsnet.workers.dev,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
smithsonian-teams.azurewebsites.net,Possible Cobalt Strike C2 Domain,/in/messages
soft.azureedge.net,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
softnewspaper.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
software-update.zevenet.art,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
soufgen.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
sql.fqgg.net,Possible Cobalt Strike C2 Fronted Domain,/config
ssl.securelogonweb.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
ssl363648.cloudflaressl.com,Possible Cobalt Strike C2 Domain,/push
sso.africell.ml,Possible Cobalt Strike C2 Domain,/updates
standartrocks.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
static-aliyuncdn.com,Possible Cobalt Strike C2 Domain,/dot.gif
static.dingtalk.com,Possible Powershell Empire C2 Fronting Domain,/news.png
static.fastly-cdn.xyz,Possible Cobalt Strike C2 Domain,/pixel
static.fastly-cdn.xyz,Possible Cobalt Strike C2 Domain,/visit.js
static.trendmicrocdn.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
status10.microsoft-essentials.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=af_ew_ngagss_3/127-34149425288-0212329579/search=all
steamstar.b-cdn.net,Possible Cobalt Strike C2 Domain,/viewerng/meta
stereeofficeknot.net,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/nX4Yecwd6qp3a3T7BhgTvJbjFwAwgUZj0-N3zAu1AP4BE
stewart-teams.azurewebsites.net,Possible Cobalt Strike C2 Domain,/index.html
stg.pesrado.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
store.nwwwamazon.ga,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
strawvapi.herokuapp.com,Possible Cobalt Strike C2 Domain,/cx
sulezo.com,Possible Cobalt Strike C2 Fronted Domain,/r_config.html
support.cloudways.com,Possible Cobalt Strike C2 Fronted Domain,/ocsp/a/
support.updatebugsoft.store,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
syncgoogle.site,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
synergiedental.com,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2
syscx.com,Possible Cobalt Strike C2 Domain,/dot.gif
systest.nl,Possible Cobalt Strike C2 Fronted Domain,/vlk/grants
t.yoao.com,Possible Cobalt Strike C2 Fronted Domain,/load
tailgatethenation.com,Possible Cobalt Strike C2 Domain,/tran.html
taobao.alibaba-cn.ga,Possible Cobalt Strike C2 Domain,/match
teccc.kisshanjinyu.cf,Possible Cobalt Strike C2 Domain,/ca
tech.pingan.com.cn,Possible Powershell Empire C2 Fronted Domain,/news.png
test.360web.info,Possible Cobalt Strike C2 Domain,/j.ad
test.corecloud.asia,Possible Cobalt Strike C2 Fronted Domain,/admin
test.googleapi.space,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
test.pikachuu.cf,Possible Cobalt Strike C2 Domain,/fwlink
test2.wolfbank-finance.com,Possible Cobalt Strike C2 Domain,/mg.js
theoffshorebankaccount.com,Possible Cobalt Strike C2 Domain,/activity
theoffshorebankaccount.com,Possible Cobalt Strike C2 Domain,/ptj
thesmallboxcompany.com,Possible Cobalt Strike C2 Domain,/functionalStatus/0gjtuDcHmlCdwFbiY75Tnn2WcdISi
thjf3943.corecloud.asia,Possible Cobalt Strike C2 Fronted Domain,/admin
tianqi.com,Possible Cobalt Strike C2 Fronted Domain,/viewerng/meta
till1.net,Possible Cobalt Strike C2 Domain,/cx
tmestoragetest.azureedge.net,Possible Cobalt Strike C2 Domain,/obj_
tomatocradles.com,Possible Cobalt Strike C2 Domain,/ajax/libs/angular.js/1.8.1/angular.min.js
toolio.com,Possible Cobalt Strike C2 Fronted Domain,/tab_home
tor-mail.org,Possible Cobalt Strike C2 Fronted Domain,/Collector/2.0/settings/
totallylegittrend.duckdns.org,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/2020/07/29130388_
totieatie.com,Possible Cobalt Strike C2 Fronted Domain,/tab_home
travelnumb.com,Possible Cobalt Strike C2 Fronted Domain,/services/data/v36.0/sobjects/account/describe
treres.com,Possible Cobalt Strike C2 Domain,/ptj
trialgmail.space,Possible Cobalt Strike C2 Fronted Domain,/wp-content/themes/hariani/wp_data.php
trialyoutube.space,Possible Cobalt Strike C2 Fronted Domain,/wp-content/themes/hariani/wp_data.php
ts.wii.qq.com,Possible Cobalt Strike C2 Fronted Domain,/ping
tscf.3322.org,Possible Cobalt Strike C2 Domain,/pixel
updata.flash-tool.ml,Possible Cobalt Strike C2 Fronted Domain,/_/scs/mail-static/_/js/
updata.microsoft-api.workers.dev,Possible Cobalt Strike C2 Domain,/avatars.css
update-online.zevenet.art,Possible Cobalt Strike C2 Domain,/dot.gif
update.adobeflash.cc,Possible Cobalt Strike C2 Domain,/__utm.gif
update.ag-playgame.com,Possible Cobalt Strike C2 Domain,/sitemap
update.catlelink.com,Possible Cobalt Strike C2 Domain,/show/v5.65/Y6K20T2WGB
update.dockerlabsserver.com,Possible Cobalt Strike C2 Domain,/updates
update.flash.com.se,Possible Cobalt Strike C2 Domain,/fam_calendar
update.lhweb.xyz,Possible Cobalt Strike C2 Domain,/api/3
update.micosoft.org,Possible Cobalt Strike C2 Domain,/async/
update.mircro.space,Possible Cobalt Strike C2 Domain,/DSDFsdfxcfsdfsSDFSDFSDFcxc
update.msupdateserver6.com,Possible Cobalt Strike C2 Domain,/updates
update.newsweatherspot.com,Possible Cobalt Strike C2 Fronted Domain,/oscp/
update.pinyin.pw,Possible Cobalt Strike C2 Domain,/update
update.tearnest.com,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
update.windowservices.cn,Possible Cobalt Strike C2 Fronted Domain,/dpixel
update.zevenet.art,Possible Cobalt Strike C2 Domain,/cx
upgrade-services.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
upload.dwi22g.com,Possible Cobalt Strike C2 Domain,/dpixel
uptime.comitimes.com,Possible Cobalt Strike C2 Fronted Domain,/bootstrap.min.css
usanewsalabama.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
uwprivatebank.nl,Possible Cobalt Strike C2 Fronted Domain,/vlk/grants
v3-xg-ipv6.ixigua.com,Possible Cobalt Strike C2 Fronted Domain,/load
va1sen.com,Possible Cobalt Strike C2 Domain,/userid=
vanguard.medicaloptionsfinance.com,Possible Cobalt Strike C2 Domain,/real-world-investing/
vedio.svcdriver.com,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/29136388_
vhsonlinesecurity.info,Possible Cobalt Strike C2 Domain,/activity
vishorts.com,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/2021/06/37166502_
vmware.center,Possible Cobalt Strike C2 Fronted Domain,/w/index.php
vpn.tccmetals.com,Possible Cobalt Strike C2 Fronted Domain,/access/
w.668526.com,Possible Cobalt Strike C2 Domain,/default
w2bc.com,Possible Cobalt Strike C2 Fronted Domain,/viewerng/meta
watson.telemetry.microsoft.com.ansatc.net,Possible Cobalt Strike C2 Fronted Domain,/v9/windowsupdate/redir/muv4wuredir_
webmail.igovservice.com,Possible Cobalt Strike C2 Domain,/support/knowledge-base/css/w5126214.css
wezaju.com,Possible Cobalt Strike C2 Fronted Domain,/nv
wgfd.wyo.gov,Possible Cobalt Strike C2 Fronted Domain,/tab_home
windowsupdatesc.com,Possible Cobalt Strike C2 Domain,/templates
winlive360.art,Possible Cobalt Strike C2 Domain,/Read/category/WEU7DXMYESV
withfix.com,Possible Cobalt Strike C2 Domain,/us/ky/louisville/312-s-fourth-st.html
withheld.kunluncdn.co,Possible Cobalt Strike C2 Fronted Domain,/mg.html
wlndowservices.tk,Possible Cobalt Strike C2 Fronted Domain,/msdownload/update/v3/static/trustedr/en/authrootstl.cab
wns.cn.com,Possible Cobalt Strike C2 Domain,/__utm.gif
wo.jusanrihua.com,Possible Cobalt Strike C2 Domain,/push
wodaerp.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/1/
wolfe22.com,Possible Cobalt Strike C2 Domain,/cx
worldpublicpress.com,Possible Cobalt Strike C2 Domain,/us.css
wps-cdn.ml,Possible Cobalt Strike C2 Domain,/admin.html
wtegragaeg.tech,Possible Cobalt Strike C2 Domain,/wp08/wp-includes/dtcla.php
wuyoo.vip,Possible Cobalt Strike C2 Domain,/activity
wuyoo.vip,Possible Cobalt Strike C2 Domain,/ga.js
www-flashplayer.ml,Possible Cobalt Strike C2 Domain,/_/cdn/cloudflare-static/_/js/
www.0fflce.xyz,Possible Cobalt Strike C2 Domain,/push
www.0xoppo.top,Possible Cobalt Strike C2 Domain,/dot.gif
www.1hao.xyz,Possible Cobalt Strike C2 Domain,/ca
www.4399cubo.tk,Possible Cobalt Strike C2 Domain,/ga.js
www.alexiou.gr,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
www.alizonvps.cf,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
www.almvdkg6vrpmkvk4.tk,Possible Cobalt Strike C2 Domain,/ga.js
www.asdcttyffxx.tk,Possible Cobalt Strike C2 Domain,/DI=4050&did=1&t=2
www.bellennium.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
www.blliblli.tk,Possible Cobalt Strike C2 Domain,/__utm.gif
www.bloomberg.com,Possible Cobalt Strike C2 Fronted Domain,/table/
www.bookwsax.com,Possible Cobalt Strike C2 Fronted Domain,/questions/32251816/c-sharp-directives-compilation-error
www.cdn.dnsv1.com,Possible Cobalt Strike C2 Fronted Domain,/g.pixel
www.cluodfeare.com,Possible Cobalt Strike C2 Domain,/__utm.gif
www.cyberevilcorp.tk,Possible Cobalt Strike C2 Domain,/pixel
www.digitallightphotography.net,Possible Cobalt Strike C2 Domain,/dpixel
www.edge-chrome.com,Possible Cobalt Strike C2 Domain,/link.html
www.extremewang.tk,Possible Cobalt Strike C2 Domain,/pixel.gif
www.feiniao112.club,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
www.fr268.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=clothes
www.googlecnd.com,Possible Cobalt Strike C2 Domain,/dpixel
www.googlemali.ml,Possible Cobalt Strike C2 Domain,/__utm.gif
www.googlet.cf,Possible Cobalt Strike C2 Domain,/__utm.gif
www.googlet.ml,Possible Cobalt Strike C2 Domain,/__utm.gif
www.helensilva.com,Possible Cobalt Strike C2 Domain,/api/3
