#domain,ioc
ns02.certis-cisco.click,Possible Cobalt Strike C2 Domain
ns02.micr0hard.click,Possible Cobalt Strike C2 Domain
ns02.micr0soft.me.uk,Possible Cobalt Strike C2 Domain
ns03.starhubb.link,Possible Cobalt Strike C2 Domain
ns1.admlistdel.com,Possible Cobalt Strike C2 Domain
ns1.akawowfast.com,Possible Cobalt Strike C2 Domain
ns1.asdxxcg.top,Possible Cobalt Strike C2 Domain
ns1.asianinvasion.net,Possible Cobalt Strike C2 Domain
ns1.b5y0up.tech,Possible Cobalt Strike C2 Domain
ns1.bewiser.at,Possible Cobalt Strike C2 Domain
ns1.ceshi897.cn,Possible Cobalt Strike C2 Domain
ns1.chedn.shop,Possible Cobalt Strike C2 Domain
ns1.cioudfiear.com,Possible Cobalt Strike C2 Domain
ns1.cmbchina.top,Possible Cobalt Strike C2 Domain
ns1.connectivitytests.com,Possible Cobalt Strike C2 Domain
ns1.connectlink.top,Possible Cobalt Strike C2 Domain
ns1.cooke-int.com,Possible Cobalt Strike C2 Domain
ns1.cxtwh.top,Possible Cobalt Strike C2 Domain
ns1.dmakk.cn,Possible Cobalt Strike C2 Domain
ns1.drgeregweg.ip-ddns.com,Possible Cobalt Strike C2 Domain
ns1.ersanca.com,Possible Cobalt Strike C2 Domain
ns1.flashcloud.icu,Possible Cobalt Strike C2 Domain
ns1.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain
ns1.glthub.icu,Possible Cobalt Strike C2 Domain
ns1.hkappdev.com,Possible Cobalt Strike C2 Domain
ns1.hostwps.cn,Possible Cobalt Strike C2 Domain
ns1.jquery.cn.com,Possible Cobalt Strike C2 Domain
ns1.kerrerf.com,Possible Cobalt Strike C2 Domain
ns1.kohlerco.site,Possible Cobalt Strike C2 Domain
ns1.lumeala.com,Possible Cobalt Strike C2 Domain
ns1.mailinfo.life,Possible Cobalt Strike C2 Domain
ns1.maxscend.buzz,Possible Cobalt Strike C2 Domain
ns1.microoosoft.com,Possible Cobalt Strike C2 Domain
ns1.niccontrol.net,Possible Cobalt Strike C2 Domain
ns1.nmd5.com,Possible Cobalt Strike C2 Domain
ns1.ns.xiaotusu.top,Possible Cobalt Strike C2 Domain
ns1.nsebseshop.cloud,Possible Cobalt Strike C2 Domain
ns1.p3bet44.live,Possible Cobalt Strike C2 Domain
ns1.pakistancode.com,Possible Cobalt Strike C2 Domain
ns1.protmotion.org,Possible Cobalt Strike C2 Domain
ns1.sdkhsdfsdl54dsd.cfd,Possible Cobalt Strike C2 Domain
ns1.sdsdsdfsdf145.shop,Possible Cobalt Strike C2 Domain
ns1.shamless.sbs,Possible Cobalt Strike C2 Domain
ns1.shgsfhdjstjsttjgjzddshgrw.info,Possible Cobalt Strike C2 Domain
ns1.stack-drive.com,Possible Cobalt Strike C2 Domain
ns1.svchost.ddns-ip.net,Possible Cobalt Strike C2 Domain
ns1.taipower.energy,Possible Cobalt Strike C2 Domain
ns1.todesks.help,Possible Cobalt Strike C2 Domain
ns1.translategoos.com,Possible Cobalt Strike C2 Domain
ns1.vip8025.mom,Possible Cobalt Strike C2 Domain
ns1.vmupdate.org,Possible Cobalt Strike C2 Domain
ns1.webservtimesync.com,Possible Cobalt Strike C2 Domain
ns1.wpk1.club,Possible Cobalt Strike C2 Domain
ns1.xzbxhy.com,Possible Cobalt Strike C2 Domain
ns1.yukklzwo.vip,Possible Cobalt Strike C2 Domain
ns1.zhengwubiaoge.top,Possible Cobalt Strike C2 Domain
ns1.zonstcom.com,Possible Cobalt Strike C2 Domain
ns2.admlistdel.com,Possible Cobalt Strike C2 Domain
ns2.akawowfast.com,Possible Cobalt Strike C2 Domain
ns2.ceshi897.cn,Possible Cobalt Strike C2 Domain
ns2.chedn.shop,Possible Cobalt Strike C2 Domain
ns2.cmbchina.top,Possible Cobalt Strike C2 Domain
ns2.connectivitytests.com,Possible Cobalt Strike C2 Domain
ns2.connectlink.top,Possible Cobalt Strike C2 Domain
ns2.dmakk.cn,Possible Cobalt Strike C2 Domain
ns2.drgeregweg.ip-ddns.com,Possible Cobalt Strike C2 Domain
ns2.flashcloud.icu,Possible Cobalt Strike C2 Domain
ns2.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain
ns2.glthub.icu,Possible Cobalt Strike C2 Domain
ns2.hkappdev.com,Possible Cobalt Strike C2 Domain
ns2.hostwps.cn,Possible Cobalt Strike C2 Domain
ns2.mailinfo.life,Possible Cobalt Strike C2 Domain
ns2.maxscend.buzz,Possible Cobalt Strike C2 Domain
ns2.microoosoft.com,Possible Cobalt Strike C2 Domain
ns2.niccontrol.net,Possible Cobalt Strike C2 Domain
ns2.nmd5.com,Possible Cobalt Strike C2 Domain
ns2.ns.xiaotusu.top,Possible Cobalt Strike C2 Domain
ns2.nsebseshop.cloud,Possible Cobalt Strike C2 Domain
ns2.pakistancode.com,Possible Cobalt Strike C2 Domain
ns2.sdkhsdfsdl54dsd.cfd,Possible Cobalt Strike C2 Domain
ns2.sdsdsdfsdf145.shop,Possible Cobalt Strike C2 Domain
ns2.stack-drive.com,Possible Cobalt Strike C2 Domain
ns2.taipower.energy,Possible Cobalt Strike C2 Domain
ns2.todesks.help,Possible Cobalt Strike C2 Domain
ns2.translategoos.com,Possible Cobalt Strike C2 Domain
ns2.vip8025.mom,Possible Cobalt Strike C2 Domain
ns2.vmupdate.org,Possible Cobalt Strike C2 Domain
ns2.webservtimesync.com,Possible Cobalt Strike C2 Domain
ns2.wpk1.club,Possible Cobalt Strike C2 Domain
ns2.yukklzwo.vip,Possible Cobalt Strike C2 Domain
ns2.zhengwubiaoge.top,Possible Cobalt Strike C2 Domain
ns2.zonstcom.com,Possible Cobalt Strike C2 Domain
ns3.admlistdel.com,Possible Cobalt Strike C2 Domain
ns3.akawowfast.com,Possible Cobalt Strike C2 Domain
ns3.ceshi897.cn,Possible Cobalt Strike C2 Domain
ns3.connectlink.top,Possible Cobalt Strike C2 Domain
ns3.drgeregweg.ip-ddns.com,Possible Cobalt Strike C2 Domain
ns3.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain
ns3.jk001.cc,Possible Cobalt Strike C2 Domain
ns3.kqilife.com,Possible Cobalt Strike C2 Domain
ns3.nsebseshop.cloud,Possible Cobalt Strike C2 Domain
ns3.translategoos.com,Possible Cobalt Strike C2 Domain
ns3.wpk1.club,Possible Cobalt Strike C2 Domain
ns4.eshintechs.shop,Possible Cobalt Strike C2 Domain
ns4.jk001.cc,Possible Cobalt Strike C2 Domain
ns5.eshintechs.shop,Possible Cobalt Strike C2 Domain
ns6.eshintechs.shop,Possible Cobalt Strike C2 Domain
o.xn--y7aa.cc,Possible Cobalt Strike C2 Domain
occ.microsoft.com,Possible Cobalt Strike C2 Fronting Domain
office.soft-storelive.com,Possible Cobalt Strike C2 Domain
ogotwin.ddns.net,Possible Cobalt Strike C2 Domain
ol.minernaft.com,Possible Cobalt Strike C2 Domain
olympusgo.com,Possible Cobalt Strike C2 Domain
ongmanibeimeihong.microsolt.org,Possible Cobalt Strike C2 Domain
online.idc.zone,Possible Cobalt Strike C2 Domain
openshift.echase.cn,Possible Cobalt Strike C2 Fronting Domain
optimosphere.com,Possible Cobalt Strike C2 Domain
oracle1.linuxupdatetool.online,Possible Cobalt Strike C2 Fronted Domain
oracle2.linuxupdatetool.online,Possible Cobalt Strike C2 Fronted Domain
oss-aws.1nb.xyz,Possible Cobalt Strike C2 Domain
oss-global.xfyun.cn,Possible Cobalt Strike C2 Fronted Domain
oss-mucigjorqf.cn-beijing.fcapp.run,Possible Cobalt Strike C2 Domain
ossyqztest.oss-cn-beijing.aliyuncs.com,Possible Cobalt Strike C2 Domain
oversizes.ghostgames.mom,Possible Cobalt Strike C2 Domain
owa.kerneltaskmanager.com,Possible Cobalt Strike C2 Domain
owa.printermaintenanceservice.com,Possible Cobalt Strike C2 Domain
panel.infodatasinc.com,Possible Cobalt Strike C2 Domain
pe40.com,Possible Cobalt Strike C2 Domain
pensi.me,Possible Cobalt Strike C2 Domain
pensi.me,Possible Cobalt Strike C2 Fronted Domain
performance.edge.msft-api.net,Possible Cobalt Strike C2 Domain
personal.regpad.net,Possible Cobalt Strike C2 Domain
pls-use-a-whitelist.com,Possible Cobalt Strike C2 Domain
pqcez.cn,Possible Cobalt Strike C2 Fronting Domain
pqcez.cn.cdn.dnsv1.com,Possible Cobalt Strike C2 Fronted Domain
prdelb.sgsrmy.org,Possible Cobalt Strike C2 Domain
printermaintenanceservice.com,Possible Cobalt Strike C2 Domain
prod.infodatasinc.com,Possible Cobalt Strike C2 Domain
profile.kerneltaskmanager.com,Possible Cobalt Strike C2 Domain
profile.printermaintenanceservice.com,Possible Cobalt Strike C2 Domain
pull.m1cr0s0ft.xyz,Possible Cobalt Strike C2 Domain
pull.portal.10086.cn,Possible Cobalt Strike C2 Fronted Domain
q1bkhvr2eqfd.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain
qaz.shoplineapp.cn,Possible Cobalt Strike C2 Fronting Domain
qms.jasolar.com,Possible Cobalt Strike C2 Fronted Domain
qq.vnifnifnie.com,Possible Cobalt Strike C2 Domain
quickload.cloud,Possible Cobalt Strike C2 Domain
quote.cfi.cn,Possible Cobalt Strike C2 Fronting Domain
qw.regeditscv.com,Possible Cobalt Strike C2 Domain
qweznxplkudrmcvasjthoby.com,Possible Cobalt Strike C2 Domain
r-tube.ru,Possible Cobalt Strike C2 Domain
rdmetrics.ru,Possible Cobalt Strike C2 Domain
rec.metaambiental.eco.br,Possible Cobalt Strike C2 Fronted Domain
res.antenna.cool,Possible Cobalt Strike C2 Fronting Domain
roaj1om6hh5dchv0xjudgxtt0fcucdjh.scvhost.click,Possible Cobalt Strike C2 Domain
s1.wmw.sh,Possible Cobalt Strike C2 Fronted Domain
safecs.iqiyi.qpon,Possible Cobalt Strike C2 Domain
savuyascas.sbs,Possible Cobalt Strike C2 Domain
scan.daztar.com,Possible Cobalt Strike C2 Domain
sciencemagazine.me,Possible Cobalt Strike C2 Domain
sdkreport.happilygame.com,Possible Cobalt Strike C2 Fronted Domain
search.2y3rn846.com,Possible Cobalt Strike C2 Domain
security.kasperskys.top,Possible Cobalt Strike C2 Domain
server.pikachull.ip-ddns.com,Possible Cobalt Strike C2 Domain
service-1cao6cjs-1312654103.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain
service-a0ahsoek-1257582847.gz.tencentapigw.com.cn,Possible Cobalt Strike C2 Domain
service-jnajkkdg-1318687485.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain
service-pzyf56w9-1304691225.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain
service-rchqbzvz-1301033415.sh.tencentapigw.com,Possible Cobalt Strike C2 Domain
service-tencentcloud-1317709866.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Fronting Domain
sf.oss-accelerate.aliyuncs.com,Possible Cobalt Strike C2 Fronting Domain
shop.886190.xyz,Possible Cobalt Strike C2 Domain
shop.enaz.shop,Possible Cobalt Strike C2 Domain
shop.nongfushan.org,Possible Cobalt Strike C2 Domain
skynet-i.asuscomm.com,Possible Cobalt Strike C2 Domain
skyprotech.ru,Possible Cobalt Strike C2 Domain
sliv.ogzhenren.com,Possible Cobalt Strike C2 Domain
smlms.mr,Possible Cobalt Strike C2 Fronted Domain
somebodyoncehackedme.ru,Possible Cobalt Strike C2 Domain
somehost.p0c.xyz,Possible Cobalt Strike C2 Domain
sp.b0t.me,Possible Cobalt Strike C2 Domain
ss1x1.demonjoe.site,Possible Cobalt Strike C2 Domain
ssl.gamesen.icu,Possible Cobalt Strike C2 Domain
sso.dzeninfra.site,Possible Cobalt Strike C2 Fronting Domain
stads.10086.cn,Possible Cobalt Strike C2 Fronting Domain
staos.microsoft.com,Possible Cobalt Strike C2 Fronting Domain
static.jquery.cn,Possible Cobalt Strike C2 Fronting Domain
static.wps-cdn.com,Possible Cobalt Strike C2 Domain
store.gridgatecloud.com,Possible Cobalt Strike C2 Domain
sts.tencentopenapi.xyz,Possible Cobalt Strike C2 Domain
studygrowknow.com,Possible Cobalt Strike C2 Domain
sub2.afghankush.net,Possible Cobalt Strike C2 Domain
super.mrflame.cfd,Possible Cobalt Strike C2 Domain
support.desktop.wales,Possible Cobalt Strike C2 Domain
support.microsoft.com.volcgslb-mlt.com,Possible Cobalt Strike C2 Fronted Domain
svchost.iqiyia.top,Possible Cobalt Strike C2 Domain
svchost.iqiyid.icu,Possible Cobalt Strike C2 Domain
systimezone.center,Possible Cobalt Strike C2 Domain
t.ptib.su,Possible Cobalt Strike C2 Domain
tencent.commandandcontrol.top,Possible Cobalt Strike C2 Fronting Domain
test.betbaidu.top,Possible Cobalt Strike C2 Domain
test.c2test.cn,Possible Cobalt Strike C2 Domain
test.colorful.cn,Possible Cobalt Strike C2 Fronting Domain
test.googlahub.xyz,Possible Cobalt Strike C2 Domain
test.okbtc.io,Possible Cobalt Strike C2 Domain
test.stg.bitthebyte.com,Possible Cobalt Strike C2 Domain
test.woet.ip-ddns.com,Possible Cobalt Strike C2 Domain
test10.scacasdxc.love,Possible Cobalt Strike C2 Domain
test111-1302872009.cos.ap-shanghai.myqcloud.com,Possible Cobalt Strike C2 Fronting Domain
test111-1302872009.cos.ap-shanghai.myqcloud.com.eo.dnse2.com,Possible Cobalt Strike C2 Fronted Domain
test2.scacasdxc.love,Possible Cobalt Strike C2 Domain
test3.scacasdxc.love,Possible Cobalt Strike C2 Domain
test4.scacasdxc.love,Possible Cobalt Strike C2 Domain
test5.scacasdxc.love,Possible Cobalt Strike C2 Domain
test6.scacasdxc.love,Possible Cobalt Strike C2 Domain
test7.scacasdxc.love,Possible Cobalt Strike C2 Domain
test8.scacasdxc.love,Possible Cobalt Strike C2 Domain
test9.scacasdxc.love,Possible Cobalt Strike C2 Domain
testcs888.com,Possible Cobalt Strike C2 Domain
testgk.oss-cn-beijing.aliyuncs.com,Possible Cobalt Strike C2 Fronted Domain
the-xxxy.uk,Possible Cobalt Strike C2 Domain
timestamp.logogogogo.click,Possible Cobalt Strike C2 Domain
tip.emailsv.org,Possible Cobalt Strike C2 Domain
tommssp.shop,Possible Cobalt Strike C2 Fronting Domain
tqed4.ntttd.com,Possible PoshC2 Domain
trendmnicro.qzz.io,Possible Cobalt Strike C2 Domain
trustpki.net,Possible Cobalt Strike C2 Fronted Domain
tube.qq11.me,Possible Cobalt Strike C2 Domain
tvmovies.online,Possible Cobalt Strike C2 Domain
udevd.microsoftools.com,Possible Cobalt Strike C2 Domain
ui.chnaiuincom.cfd,Possible Cobalt Strike C2 Domain
update-api.dtbr744y.workers.dev,Possible Cobalt Strike C2 Domain
update.microsoft.club,Possible Cobalt Strike C2 Domain
update.microsofts.club,Possible Cobalt Strike C2 Domain
update.microsoftwindows.biz,Possible Cobalt Strike C2 Domain
update.mloadspring.com,Possible Cobalt Strike C2 Domain
update.twittermisc.com,Possible Cobalt Strike C2 Fronted Domain
update.wztgyh.com,Possible Cobalt Strike C2 Fronting Domain
updaterswindows.com,Possible Cobalt Strike C2 Domain
updatery.ai,Possible Cobalt Strike C2 Fronted Domain
upgrade.mloadspring.com,Possible Cobalt Strike C2 Domain
usd1g6.cyou,Possible Cobalt Strike C2 Domain
user.thinkg.cc,Possible Cobalt Strike C2 Domain
utkssvgwlvgh.ap-northeast-1.clawcloudrun.com,Possible Cobalt Strike C2 Fronted Domain
v10.events.logc.msft-api.net,Possible Cobalt Strike C2 Domain
vbdc.win.com.cn,Possible Cobalt Strike C2 Fronting Domain
vccdn.techforgood.qq.com,Possible Cobalt Strike C2 Fronted Domain
vhs.vivo.com.cn,Possible Cobalt Strike C2 Fronted Domain
vozaspecial.com,Possible Cobalt Strike C2 Domain
vpn.coupmgrki.org,Possible Cobalt Strike C2 Domain
vuln.4pts.online,Possible Cobalt Strike C2 Domain
vv4.qpalzmonline.uk,Possible Cobalt Strike C2 Domain
vvindow.top,Possible Cobalt Strike C2 Domain
walltechsistem.com,Possible Cobalt Strike C2 Domain
web.d-you.uk,Possible Cobalt Strike C2 Domain
web.sparkfunding56.site,Possible Cobalt Strike C2 Domain
web.ucucuga.tech,Possible Cobalt Strike C2 Domain
web.vnpti.uk,Possible Cobalt Strike C2 Domain
webapi.ceshi897.cn,Possible Cobalt Strike C2 Domain
webhook.s3-azure.com,Possible Cobalt Strike C2 Domain
wiew.weihuikang.com,Possible Cobalt Strike C2 Domain
wincertfm.store,Possible Cobalt Strike C2 Domain
windows-updates.nice-data.top,Possible Cobalt Strike C2 Domain
wss.pet,Possible Cobalt Strike C2 Fronted Domain
wss.telegrma.app,Possible Cobalt Strike C2 Domain
www.163microsoft.com,Possible Cobalt Strike C2 Domain
www.2015wuyun.cc,Possible Cobalt Strike C2 Domain
www.333.cc,Possible Cobalt Strike C2 Fronted Domain
www.591de.com,Possible Cobalt Strike C2 Fronted Domain
www.66chat3.org,Possible Cobalt Strike C2 Domain
www.ag3battery.com,Possible Cobalt Strike C2 Domain
www.aliyunupdate.shop,Possible Cobalt Strike C2 Domain
www.asiainfo.com,Possible Cobalt Strike C2 Fronting Domain
www.cannabispatientcare.com,Possible Cobalt Strike C2 Domain
www.chinagasholdings.space,Possible Cobalt Strike C2 Domain
www.cioudfiear.com,Possible Cobalt Strike C2 Domain
www.cloudpacket.xyz,Possible Cobalt Strike C2 Domain
www.collect0r.space,Possible Cobalt Strike C2 Domain
www.commicaute.com,Possible Cobalt Strike C2 Domain
www.crownmagnetics.com,Possible Cobalt Strike C2 Domain
www.csgo-csgo-go.it.com,Possible Cobalt Strike C2 Domain
www.cysdetred-services.com,Possible Cobalt Strike C2 Domain
www.diping.cn,Possible Cobalt Strike C2 Fronted Domain
www.diuwdx.top,Possible Cobalt Strike C2 Domain
www.dptech.com,Possible Cobalt Strike C2 Fronting Domain
www.dyshop.online,Possible Cobalt Strike C2 Domain
www.enlio.com,Possible Cobalt Strike C2 Fronted Domain
www.expects-crucial-pest-bubble.club,Possible Cobalt Strike C2 Domain
www.expohsp.com,Possible Cobalt Strike C2 Fronted Domain
www.fwefwefwe.xyz,Possible Cobalt Strike C2 Domain
www.goodle.cyou,Possible Cobalt Strike C2 Domain
www.googleupdatetask.tk,Possible Cobalt Strike C2 Fronting Domain
www.gxrd.gov.cn,Possible Cobalt Strike C2 Fronted Domain
www.hag505.com,Possible Cobalt Strike C2 Domain
www.jmgle.com,Possible Cobalt Strike C2 Fronted Domain
www.luc-logistics.tech,Possible Cobalt Strike C2 Domain
www.mail163.com.pl,Possible Cobalt Strike C2 Domain
www.mediawick.com,Possible Cobalt Strike C2 Domain
www.menedy.top,Possible Cobalt Strike C2 Fronted Domain
www.mfmni.shop,Possible Cobalt Strike C2 Fronting Domain
www.microsoftt.site,Possible Cobalt Strike C2 Fronting Domain
www.minernaft.com,Possible Cobalt Strike C2 Domain
www.nemonet.top,Possible Cobalt Strike C2 Domain
www.printermaintenanceservice.com,Possible Cobalt Strike C2 Domain
www.q74vn.live,Possible Cobalt Strike C2 Domain
www.qlchacha.top,Possible Cobalt Strike C2 Domain
www.queirozdesign.com,Possible Cobalt Strike C2 Domain
www.shopappnew.sbs,Possible Cobalt Strike C2 Domain
www.smallcartrailer.com,Possible Cobalt Strike C2 Domain
www.tianqi.com,Possible Cobalt Strike C2 Fronted Domain
www.tsesec.site,Possible Cobalt Strike C2 Domain
www.uyghur.eu.org,Possible Cobalt Strike C2 Domain
www.wenopc.tech,Possible Cobalt Strike C2 Domain
www.windcapital.click,Possible Cobalt Strike C2 Domain
www.xcxke.com,Possible Cobalt Strike C2 Fronted Domain
www.yubo.life,Possible Cobalt Strike C2 Domain
www.zhansankun.top,Possible Cobalt Strike C2 Domain
www.zwjc.net,Possible Cobalt Strike C2 Fronted Domain
wwwsec.top,Possible Cobalt Strike C2 Domain
wxx.aliyunn.uno,Possible Cobalt Strike C2 Domain
xx.xinxiangnancs.com,Possible Cobalt Strike C2 Domain
xxcaocs.556688.eu.org,Possible Cobalt Strike C2 Domain
yanzu.top,Possible Cobalt Strike C2 Domain
yci416ame.5b0qyh1qd.xyz,Possible Cobalt Strike C2 Domain
yff.forupper.xyz,Possible Cobalt Strike C2 Domain
yhs-gthjhxltud.cn-zhangjiakou.fcapp.run,Possible Cobalt Strike C2 Domain
ypk.sechub.com.cn,Possible Cobalt Strike C2 Domain
yqz-bucket.oss-cn-beijing.aliyuncs.com,Possible Cobalt Strike C2 Domain
yxtdssx5f3t9.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain
zarar.sms2.online,Possible Cobalt Strike C2 Domain
zh-cn.imags.microsoft.com,Possible Cobalt Strike C2 Fronting Domain
zh-cn.imags.microsoft.com.w.kunlunca.com,Possible Cobalt Strike C2 Fronted Domain
zhansankun.top,Possible Cobalt Strike C2 Domain
zvv007n2e9.execute-api.ap-southeast-1.amazonaws.com,Possible Cobalt Strike C2 Domain
zx.regeditscv.com,Possible Cobalt Strike C2 Domain
