#domain,ioc,uri_path
010secapts001.icu,Possible Cobalt Strike C2 Domain,/api/3
120vip.top,Possible Cobalt Strike C2 Fronting Domain,/ptj
1258922563-2333n6dmlx.ap-guangzhou.tencentscf.com,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB
1308344827-4bya137jfj.ap-guangzhou.tencentscf.com,Possible Cobalt Strike C2 Domain,/api/getit
1310084117-cdzk9xw7xy.ap-beijing.tencentscf.com,Possible Cobalt Strike C2 Domain,/api/x
1310445127-bo78zajqf2.ap-shanghai.tencentscf.com,Possible Cobalt Strike C2 Domain,/api/x
1311056882-lcqm122smr.ap-guangzhou.tencentscf.com,Possible Cobalt Strike C2 Domain,/api/x
1318289497-b40xhuifyy.ap-beijing.tencentscf.com,Possible Cobalt Strike C2 Domain,/jquerys-6.3.5.max.js
132.162.30.34.bc.googleusercontent.com,Possible Cobalt Strike C2 Domain,/services/data/v36.0/sobjects/account/describe
132541.xyz,Possible Cobalt Strike C2 Domain,/api/get
1401675222-3ywn7qjp3t.ap-guangzhou.tencentscf.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
1pc1wdstwjv4p.cfc-execute.gz.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
2458ccd60cc54149bb05537717d831f0--8000.ap-shanghai2.cloudstudio.club,Possible Cobalt Strike C2 Domain,/s/58462514417
2n9kf8y7533c0.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/ws/10898251926
2za55fsge8fbj.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/wechat
374y246zera4r.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/getit
3se9ewodke339f0e82.connectivitytests.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
3w.cn,Possible Cobalt Strike C2 Fronted Domain,/api/v1/get
45.156.87.153.nip.io,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
4aqsbhe9vh44.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
4yyzsm3c107cp.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
519nmcj312v7y.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
52sya04g88x3k.cfc-execute.su.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
5b0rgq8mxzxgv.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
5ndg65b68274v.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
6bbwz4471hjbx.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
6hc2nv7aqaejw.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/g.pixel
7.tcp.cpolar.top,Possible Cobalt Strike C2 Domain,/s/58462514417
7p1e0901tm70n.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
86xh43yr0x006.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/ga.js
8j6dt21smgcw0.cfc-execute.su.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
8k8hj9277yjde.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
95mfmnebv9a1r.cfc-execute.gz.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
9ra2xnnm8v62x.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/v1/health
9vq0tzgx64793.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
a6gycsh8hr68j.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
abcd.gamesen.icu,Possible Cobalt Strike C2 Domain,/cm
abyssestrinity.com,Possible Cobalt Strike C2 Fronted Domain,/match
ac3d0ee370745f757.awsglobalaccelerator.com,Possible Cobalt Strike C2 Domain,/wc/58462514417
accesserdsc.com,Possible Cobalt Strike C2 Domain,/en_US/all.js
adminalis.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
adminals.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js
aliwsapubboce.suning.com,Possible Cobalt Strike C2 Fronted Domain,/public/asset/font/script.js
analytics.cloudservtech.com,Possible Cobalt Strike C2 Domain,/v1/projects/oJpdZnpJQSRjan5vu3a33SR9Rhtm9Pzn/settings
antams.com,Possible Cobalt Strike C2 Domain,/updates.rss
api.asduiasd12ab.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
api.co-operativefinance.com,Possible Cobalt Strike C2 Domain,/visit.js
api.cryptoprot.info,Possible Cobalt Strike C2 Fronting Domain,/dhl
api.dyshop.online,Possible Cobalt Strike C2 Domain,/antDesign3.js
api.google-update.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
api.regpad.net,Possible Cobalt Strike C2 Domain,/checkouts/internal/preloads.js
api.shenzhenschool.fun,Possible Cobalt Strike C2 Domain,/dot.gif
api.softwarecommerce.net,Possible Cobalt Strike C2 Domain,/cdn-cgi/trace
api.updatesreview.com,Possible Cobalt Strike C2 Domain,/ml.html
api.uploads.winhomesky.com,Possible Cobalt Strike C2 Domain,/GovSistema/76e6f4821267ec98f94336ad5c500b21/download
api.vxucqb.dpdns.org,Possible Cobalt Strike C2 Domain,/cgi-bin/token
api.xn--coudflare-0sb.com,Possible Cobalt Strike C2 Domain,/ptj
apiapi.it121fdg.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
apiprod.regpad.net,Possible Cobalt Strike C2 Domain,/checkouts/internal/preloads.js
app.cloudservtech.com,Possible Cobalt Strike C2 Domain,/v1/projects/oJpdZnpJQSRjan5vu3a33SR9Rhtm9Pzn/settings
app.setupcloudos.com,Possible Cobalt Strike C2 Domain,/_next/static/chunks/4467-ad945db2b9ed2efb.js
apple.cobaltstrike.xyz,Possible Cobalt Strike C2 Domain,/updates.rss
